,Frequencia,Amplitude(V)1,Amplitude(V)2
512,12.5,0.050382423136743,0.0
513,13.5,0.0504492308134637,0.0
514,14.5,0.05052152231994956,0.0
515,15.5,0.050599330430830876,0.0
516,16.5,0.050682690593463746,0.0
517,17.5,0.05077164098298333,0.0
518,18.5,0.050866222562074626,0.0
519,19.5,0.05096647914566344,0.0
520,20.5,0.05107245747075081,0.0
521,21.5,0.05118420727163439,0.0
522,22.5,0.05130178136078312,0.0
523,23.5,0.051425235715655944,0.0
524,24.5,0.051554629571782876,0.0
525,25.5,0.05169002552245374,0.0
526,26.5,0.05183148962539233,0.0
527,27.5,0.05197909151682775,0.0
528,28.5,0.0521329045334106,0.0
529,29.5,0.05229300584246439,0.0
530,30.5,0.05245947658110318,0.0
531,31.5,0.052632402004799995,0.0
532,32.5,0.052811871646038684,0.0
533,33.5,0.052997979483744594,0.0
534,34.5,0.053190824124251676,0.0
535,35.5,0.053390508994636425,0.0
536,36.5,0.05359714254932654,0.0
537,37.5,0.05381083849098132,0.0
538,38.5,0.0540317160067358,0.0
539,39.5,0.05425990002101007,0.0
540,40.5,0.054495521466204254,0.0
541,41.5,0.054738717572733665,0.0
542,42.5,0.05498963218000765,0.0
543,43.5,0.05524841607012532,0.0
544,44.5,0.055515227326244754,0.0
545,45.5,0.05579023171779886,0.0
546,46.5,0.05607360311496427,0.0
547,47.5,0.05636552393506101,0.0
548,48.5,0.05666618562386234,0.0
549,49.5,0.05697578917514061,0.0
550,50.5,0.057294545692163946,0.0
551,51.5,0.05762267699530621,0.0
552,52.5,0.057960416280440546,0.0
553,53.5,0.05830800883337038,0.0
554,54.5,0.058665712806220946,0.0
555,55.5,0.05903380006248432,0.0
556,56.5,0.05941255709830216,0.0
557,57.5,0.0598022860485991,0.0
558,58.5,0.06020330578787888,0.0
559,59.5,0.060615953136891276,0.0
560,60.5,0.061040584188009034,0.0
561,61.5,0.06147757576407502,0.0
562,62.5,0.06192732702773632,0.0
563,63.5,0.062390261260958334,0.0
564,64.5,0.06286682783758844,0.0
565,65.5,0.06335750441562976,0.0
566,66.5,0.06386279938043384,0.0
567,67.5,0.06438325457549612,0.0
568,68.5,0.0649194483641728,0.0
569,69.5,0.06547199907371264,0.0
570,70.5,0.06604156888288813,0.0
571,71.5,0.06662886822669678,0.0
572,72.5,0.06723466080671332,0.0
573,73.5,0.06785976931454386,0.0
574,74.5,0.0685050819995688,0.0
575,75.5,0.06917156024225193,0.0
576,76.5,0.06986024733276848,0.0
577,77.5,0.0705722787043383,0.0
578,78.5,0.0713088939353177,0.0
579,79.5,0.07207145091923398,0.0
580,80.5,0.07286144271531642,0.0
581,81.5,0.0736805177449235,0.0
582,82.5,0.0745305042081548,0.0
583,83.5,0.07541343988466757,0.0
584,84.5,0.0763316088912135,0.0
585,85.5,0.07728758755484205,0.0
586,86.5,0.0782843024197075,0.0
587,87.5,0.07932510469231545,0.0
588,88.5,0.08041386740765381,0.0
589,89.5,0.08155511472686659,0.0
590,90.5,0.08275419789248455,0.0
591,91.5,0.08401754106100205,0.0
592,92.5,0.08535299569435624,0.0
593,93.5,0.08677037122532945,0.0
594,94.5,0.08828226796689538,0.0
595,95.5,0.08990546524705824,0.0
596,96.5,0.09166342618342418,0.0
597,97.5,0.09359134814665136,0.0
598,98.5,0.09574822085864503,0.0
599,99.5,0.0982557542180244,0.0
600,100.5,0.10160691795133947,0.0
601,101.5,0.10638251052443458,0.0
602,102.5,0.11021667359712034,0.0
603,103.5,0.11366451994745955,0.0
604,104.5,0.11686746489626243,0.0
605,105.5,0.11989152273889381,0.0
606,106.5,0.12277526156399704,0.0
607,107.5,0.12554405742879532,0.0
608,108.5,0.12821589820334306,0.0
609,109.5,0.1308042065965049,0.0
610,110.5,0.13331938315699887,0.0
611,111.5,0.1357697227006314,0.0
612,112.5,0.13816199366729273,0.0
613,113.5,0.14050182268234698,0.0
614,114.5,0.14279396001449612,0.0
615,115.5,0.1450424688119788,0.0
616,116.5,0.14725086368599982,0.0
617,117.5,0.14942221454904556,0.0
618,118.5,0.15155922596675678,0.0
619,119.5,0.1536642988456386,0.0
620,120.5,0.15573957911610353,0.0
621,121.5,0.15778699666827983,0.0
622,122.5,0.15980829686519624,0.0
623,123.5,0.1618050663229191,0.0
624,124.5,0.1637787542059593,0.0
